Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42978,,
Mouse ID,16200,,
Disposition,"Breathing heavily before being brought up. Died after being brought into lab. Had two small tumors, one by right foreleg and one under left ear. Had undergone rigor mortis upon necropsy.",,
Sex,Female,,
Strain,All alleles,,
BD,42932,,
Sac Date,42978,,
Age at Sac,46,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42934,,
Virus 1,RCAS HA mTG2,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42971,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Skull intact,,
,"Brain was soft but not quite mush, so it came out in one piece.",,
,"H&L were heavily encapsulated/invaded by possible metastases. It was hard to distinguish between tumor and normal tissue, and it all came out in pieces due to degradation of tissue.",,
,No tumor chunks frozen or cell line attempted.,,
