Mouse Necropsy information sheet,...2,...3,...4
Initials,DS,,
Today's Date,42942,,
Mouse ID,15955,,
Disposition,"inability to stay upright, thin, hunched appearance",,
Sex,Female,,
Strain,N-TVA; Braf Ca/+; Pten f/f; Ink f/f,,
BD,42911,,
Sac Date,42942,,
Age at Sac,31,,
RCAS injection?,,,
Injection route,intercranial,,
Injection Date,42913,,
Virus 1,CRE,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,,,
Date Tumor reported,42933,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA tg/+; Braf Ca/+; Pten f/f; Ink f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
