Mouse Necropsy information sheet,...2,...3,...4
Initials,SA,,
Today's Date,42999,,
Mouse ID,15646,,
Disposition,ulcerated tumor,,
Sex,male,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,42890,,
Sac Date,42999,,
Age at Sac,109,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42892,,
Virus 1,LV:NF1,,
Virus 2,Cre (PEI transfection),,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42940,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,"brain, growth",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Upon examination, it was difficult to determine where the growth started and where the skull and brain began. The growth and the skull were separated as much as possible, and will be dissected after 24 hrs of formalin fixation.",,
,,,
