Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42836,,
Mouse ID,13675,,
Disposition,lethargic,,
Sex,female,,
Strain,Nestin-TVA;pten f/f;Ink4a f/f,,
BD,42740,,
Sac Date,42836,,
Age at Sac,96,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,42375,,
Virus 1,TRE3-BRAF,,
Virus 2,TetOff,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42828,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA;pten f/f;Ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
