Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43481,,
Mouse ID,19285,,
Disposition,T1 -- Left scapula,,
Disposition,T2 -- Nape of neck (right),,
Disposition,Sac'd due to tumor size,,
Disposition,TVA-neg,,
Treatment,Vehicle control,,
Sex,Female,,
Strain,All Alleles,,
BD,43430,,
Sac Date,43481,,
Age at Sac,51,,
Injection Date,43432,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Brain, lungs, T1, T2",,
Zinc fixed?,No,,
Formalin fixed?,"Brain, lungs, T1, T2",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None detectable,,
Additional comments,Skull intact,,
,"FFPE for brain, lungs, T1, T2",,
,All organs appeared normal,,
,"2 Cryos for T1, 1 cryo for T2",,
,"1 cell line attempted per tumor (T1, T2)",,
