Mouse Necropsy information sheet,...2,...3,...4
Initials,SA,,
Today's Date,42908,,
Mouse ID,14638,,
Disposition,FD,,
Sex,M,,
Strain,Nestin-TVA;pten f/f;Ink4a f/f,,
BD,42812,,
Sac Date,42907,,
Age at Sac,95,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42814,,
Virus 1,TRE3-BRAF,,
Virus 2,TetOff,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42835,,
Dox Tx?,Yes,,
Duration of Dox Tx,38 days,,
Genotype,Nestin-TVA;pten f/f;Ink4a f/f,,
Tissue collected,No,,
,,,
Formalin fixed?,,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Unable to salvage, not used",,
,,,
