Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42829,,
Mouse ID,14141,,
Disposition,Slightly lethargic in cage. Ulcerated tumor on top of head-- reason for sac.,,
Sex,Male,,
Strain,All alleles,,
BD,42775,,
Sac Date,42829,,
Age at Sac,54,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42778,,
Virus 1,RCAS HA mYb1 wt,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42815,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Tumor was ulcerating.,,
,"Skull was intact, but possible blood in brain",,
,Extremely large nodule in thoracic cavity attached to lung along with some smaller nodules on lungs.,,
,Large nodule on spleen.,,
