Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42767,,
Mouse ID,12785,,
Disposition,emaciated,,
Sex,female,,
Strain,Nestin-TVA; ATRX flox/+; Ink4a f/f; Pten f/f,,
BD,42681,,
Sac Date,42765,,
Age at Sac,84,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,42683,,
Virus 1,LV:NF1,,
Virus 2,RCAS-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42399,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/+; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,hydrocephaly,,
,,,
