Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42522,,
Mouse ID,10185,,
Disposition,Normal behavior; T1--left scapula; T2--right scapula,,
Sex,Male,,
Strain,All Alleles,,
BD,42481,,
Sac Date,42522,,
Age at Sac,41,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42480,,
Virus 1,HA-Akt1 E40K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,42513,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, liver, spleen, kidneys",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Normal behavior; T1--left scapula; T2--right scapula,,
,All organs appeared normal.,,
,Skull intact.,,
,Brain in tact.,,
,3 cryogenics attempted per tumor; 1 cell line attempted per tumor.,,
