Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42719,,
Mouse ID,12468,,
Disposition,Sac'd due to eye infection; two primary tumors; T1--between ears; T2--covering right eye.,,
Sex,Male,,
Strain,All Alleles,,
BD,42659,,
Sac Date,42719,,
Age at Sac,60,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42662,,
Virus 1,HA-Akt2 Q79K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,42713,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Sac'd due to eye infection; two primary tumors; T1--between ears; T2--covering right eye.,,
,Skull and brain in tact.,,
,Large nodules attached to lungs; retained with lungs for histology.,,
,All other organs appeared normal.,,
,"1 cryogenic, 1 cell line attempted for T1; no cryo and 1 cell line attempted for T2",,
