Mouse Necropsy information sheet,...2,...3,...4
Initials,CF,,
Today's Date,42839,,
Mouse ID,14646,,
Disposition,"domed head, hunched",,
Sex,female,,
Strain,Nestin-TVA;pten f/f;Ink4a f/f,,
BD,42812,,
Sac Date,42839,,
Age at Sac,27,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,42814,,
Virus 1,TRE3-BRAF,,
Virus 2,TetOff,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,42832,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA;pten f/f;Ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Hydrocephaly observed,,
,,,
