Mouse Necropsy information sheet,...2,...3,...4
Initials,KT for SS,,
Today's Date,42740,,
Mouse ID,12202,,
Disposition,"Normal, sac'd due to tumor burden, 1 large tumor on R scapula",,
Sex,Male,,
Strain,Pten WT,,
BD,42633,,
Sac Date,42740,,
Age at Sac,107,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42634,,
Virus 1,RCAS hLSD1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42726,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Pten wt,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,L:  huge mass on one lobe; small modules present on other obes,,
,Brain &  skull intact,,
,Other organs normal,,
,"2 tumor cryovial frozen, cell line attempted",,
