Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42622,,
Mouse ID,11448,,
Disposition,"Sketchy disposition; T1- L arm, T2- base of skull, T3- R ear/jaw",,
Sex,Female,,
Strain,All alleles,,
BD,42573,,
Sac Date,42622,,
Age at Sac,49,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42574,,
Virus 1,RCAS HA-Akt1 E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (3),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Sketchy disposition; T1- L arm, T2- base of skull, T3- R ear/jaw",,
,Skull intact,,
,Organs appeared normal except lungs- blackish/redish mass attached to them,,
,"T1- 2 cryos, 1 cell line; T2 & T3- 1 cryo, 1 cell line",,
