Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42863,,
Mouse ID,14437,,
Disposition,"FD; T1- B/n scapulae, small; T2- R scapula, small",,
Sex,Male,,
Strain,All Alleles,,
BD,42798,,
Sac Date,42863,,
Age at Sac,65,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42800,,
Virus 1,HA-Akt3 Q79K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,42856,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, tumor",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,"Tumor, organs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"FD; T1- B/n scapulae, small; T2- R scapula, small",,
,Skull intact but brain was mushy,,
,Lungs appeared okay; all other organs were necrotic,,
,No cryos or cell lines due to size of tumor and necrosis,,
