Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42823,,
Mouse ID,14190,,
Disposition,found dead,,
Sex,male,,
Strain,Nestin-TVA;pten f/f,,
BD,42780,,
Sac Date,42823,,
Age at Sac,43,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,42782,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42821,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA;pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
