Mouse Necropsy information sheet,...2,...3,...4
Initials,BP,,
Today's Date,43084,,
Mouse ID,17148,,
Disposition,Tumor,,
Sex,Male,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43040,,
Sac Date,43084,,
Age at Sac,44,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,43041,,
Virus1,IDH1R132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,43080,,
Dox Tx?,Treated with Vehicle,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain and blood,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,NA,,
,,,
