Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42650,,
Mouse ID,11904,,
Disposition,"Paralyzed rear legs, no obvious primary tumor",,
Sex,Male,,
Strain,All Alleles,,
BD,42610,,
Sac Date,42650,,
Age at Sac,40,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42612,,
Virus 1,myr Akt 2PL/1KR,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,N/A (small primary found upon necropsy),,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca/ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Small primary at base of skull and spine,,
,Brain and spine intact,,
,Small nodes on lungs,,
,Other organs fine,,
,"1 cell line attempted, no tumor vials frozen",,
