Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42662,,
Mouse ID,11718,,
Disposition,Normal disposition; sac'd due to tumor burden; T1- head,,
Sex,Male,,
Strain,Braf het,,
BD,42595,,
Sac Date,42662,,
Age at Sac,67,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42598,,
Virus 1,RCAN HA-Akt1 E17K,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf het; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Normal disposition; sac'd due to tumor burden; T1- head,,
,Skull was intact,,
,Organs looked normal,,
,T1- 3 cryogenics; forgot to take some for a cell line,,
,Tail was clipped to be re-genotyped,,
