Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,43152,,
Mouse ID,17611,,
Disposition,Normal disposition; sac'd due tumor size and bleeding left ear. T1 - between ears; T2 - inside abdomen between lungs and liver,,
Sex,Female,,
Strain,All Alleles,,
BD,43099,,
Sac Date,43152,,
Age at Sac,53,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43100,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,43129,,
Dox Tx?,Yes,,
Duration of Dox Tx,2 (Dox started when tumor reached 1000 mm3),,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Yes large growth on lung,,
Additional comments,Normal disposition; sac'd due tumor size and bleeding left ear. T1 - between ears; T2 - inside abdomen between lungs and liver,,
,Brain and skull were in tact.,,
,Organs appeared normal,,
,T1 - 3 cryos and 1 cell line; T2 - no cyros and 1 cell line attempted,,
Blood Draw,"Plamsa collected, no buffy coat collected",,
