Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42543,,
Mouse ID,10627,,
Disposition,Paralyzed rear legs - no primary tumor.,,
Sex,Male,,
Strain,All Alleles,,
BD,42523,,
Sac Date,42543,,
Age at Sac,20,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42523,,
Virus 1,HA-Akt3 E40K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Paralyzed rear legs - no primary tumor located.,,
,Several nodules located on lungs. Lungs did not look healthy and were overcome by nodules--see picture.,,
,All other organs appeared normal,,
,No cryogenics and no cell lines attempted.,,
