Mouse Necropsy information sheet,...2,...3,...4
Initials,MS,,
Today's Date,42829,,
Mouse ID,14582,,
Disposition,Large tumor on right flank.  2054 cells injected subcutaneously.,,
Sex,Female,,
Strain,DCT-TVA,,
BD,42808,,
Sac Date,42829,,
Age at Sac,21,,
RCAS injection?,No,,
Injection route,Right flank,,
Injection Date,42808,,
Virus 1,2054,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42824,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCt-TVA,,
Tissue collected,"Brain, lungs, primary tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Skull intact.  Sac'd due to tumor burden, large tumor on right flank.",,
,,,
