Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43157,,
Mouse ID,17802,,
Disposition,"Hunched, lethargic",,
Sex,Male,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43125,,
Sac Date,43157,,
Age at Sac,32,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,43127,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,43137,,
Dox Tx?,T+O,,
Duration of Dox Tx,,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,Brain,,
Zinc fixed?,No,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
,,,
Additional comments,Sac'd three hours prior to dosage with T+O. Brain highly necrotic and hydrocephalitic.,,
