Mouse Necropsy information sheet,...2,...3,...4
Initials,CF,,
Today's Date,42926,,
Mouse ID,14666,,
Disposition,,,
Sex,female,,
Strain,Nestin-TVA;pten f/f;Ink4a f/f,,
BD,42813,,
Sac Date,42926,,
Age at Sac,113,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,42795,,
Virus 1,TRE3,,
Virus 2,Cre,,
Virus 3,BRAF,,
Virus 4,Tetoff,,
Evidence of tumor?,,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA;pten f/f;Ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
