Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43370,,
Mouse ID,18871,,
Disposition,"Hunched, leaning to one side, paralyzed back legs",,
Sex,Female,,
Strain,Nestin-TVA; Braf het; Pten f/f; Ink f/f,,
BD,43334,,
Sac Date,43370,,
Age at Sac,36,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,43337,,
Virus 1,RCAS Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,43348,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,Nestin-TVA; Braf het; Pten f/f; Ink f/f,,
Tissue collected,"brain, began cell line",,
Zinc fixed?,,,
Formalin fixed?,brain,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,,,
Additional comments,"hydrocephilus, bulging, grotesque skull, cells collected for cell line",,
