Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43020,,
Mouse ID,16583,,
Disposition,Near death,,
Sex,Male,,
Strain,Nestin-TVA; ATRX flox/flox; Pten f/f,,
BD,42966,,
Sac Date,43020,,
Age at Sac,54,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42970,,
Virus 1,P53R273C,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,RCAS (X),,
Evidence of tumor?,Yes,,
Date Tumor reported,42986,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Domed skull, hydrocephaly, large amounts of missing frontal cortex tissue.",,
,,,
