Mouse Necropsy information sheet,...2,...3,...4
Initials,DS,,
Today's Date,43201,,
Mouse ID,18209,,
Disposition,"hunched posture, undersized",,
Sex,Male,,
Strain,N-TVA; ATRX f/f; Ink4a f/f; Pten f/f,,
BD,43173,,
Sac Date,43201,,
Age at Sac,28,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,43175,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,43187,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,N-TVA; ATRX f/f; Ink4a f/f; Pten f/f,,
Tissue collected,"brain,",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
