Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42627,,
Mouse ID,10931,,
Disposition,Normal disposition--sac'd due to tumor size; T1- across scapulas and nape of neck; huge.,,
Sex,Female,,
Strain,All Alleles,,
BD,42538,,
Sac Date,42627,,
Age at Sac,89,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42540,,
Virus 1,RCAS HA-Akt2 E17K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,42604,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf f/f; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Normal disposition--sac'd due to tumor size; T1- across scapulas and nape of neck; huge.,,
,Skull intact,,
,Organs appeared normal except lungs had small nodules present,,
,3 cryogenics & 1 cell line attempted,,
