Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43153,,
Mouse ID,17558,,
Disposition,Poor health,,
Sex,Female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43090,,
Sac Date,43153,,
Age at Sac,63,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,43092,,
Virus1,IDH1R132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Dox Tx?,No - t+olaparib treatment,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,T+O treatment completed. Sac'd due to poor health. Weight 15.2 g,,
,,,
