Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43474,,
Mouse ID,19109,,
Disposition,T1 -- Between right eye and right ear,,
Disposition,T2 -- Nape of neck,,
Disposition,Sac'd due to T1 invasion of right eye,,
Disposition,,,
Treatment,BRAFi + MEKi,,
Sex,Female,,
Strain,All Alleles,,
BD,43395,,
Sac Date,43474,,
Age at Sac,79,,
Injection Date,43395,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Tumor, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,Skull intact,,
,"FFPE for T1, T2, brain, lungs",,
,1 Cryo for T1 and T2,,
,1 Cell line attempted for T1 and T2,,
,All organs appeared normal,,
