Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42908,,
Mouse ID,15012,,
Disposition,Normal disposition; sac'd due to tumor size; T1- between scapulas; T2- right ear; T3- left ear,,
Sex,Male,,
Strain,All Alleles,,
BD,42842,,
Sac Date,42908,,
Age at Sac,66,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42844,,
Virus 1,HA-Akt1 E17K (K179M),,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (3),,
Date Tumor reported,42884,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,"Tumor, organs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,Normal disposition; sac'd due to tumor size; T1- between scapulas; T2- right ear; T3- left ear,,
,,,
,All organs appeared normal.,,
,Brain and skull were in tact.,,
,3 cryogenics and 1 cell line attempted for T1; 1 cryogenic and 1 cell line attempted for T2; T3 was too small to attempt any cryogenics or cell lines.,,
