Mouse Necropsy information sheet,...2,...3,...4
Initials,aw,,
Today's Date,42712,,
Mouse ID,12262,,
Disposition,poor health,,
Sex,female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f (Injected),,
BD,42638,,
Sac Date,42704,,
Age at Sac,66,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,42639,,
Virus 1,TRE3-BRAF,,
Virus 2,TetOff,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,no,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX f/f; Ink4a f/f; Pten f/f (Injected),,
Tissue collected,brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
