Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,43608,,
Mouse ID,18580,,
Disposition,Sac at experimental endpoint; necropsy completed with no visible signs of disease.,,
Sex,Female,,
Strain,All Alleles,,
BD,43243,,
Sac Date,43608,,
Age at Sac,365,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43608,,
Virus 1,RCAS Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,DCT-TVA; Braf CA/CA; Tyr/+,,
Tissue collected,None,,
Zinc fixed?,No,,
Formalin fixed?,None,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,Sac at experimental endpoint; necropsy completed with no tumors or visible signs of disease.,,
,No cryos taken or cell lines started,,
