Mouse Necropsy information sheet,...2,...3,...4
Initials,SA,,
Today's Date,43061,,
Mouse ID,17058,,
Disposition,Normal,,
Sex,Female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43030,,
Sac Date,43059,,
Age at Sac,29,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,43032,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,N/A,,
Dox Tx?,No,,
Duration of Dox Tx,N/A,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"This mouse was sac'd three hours after T&O combo treatment, due to 30% weight loss in one week.",,
,,,
