Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,42506,,
Mouse ID,10168,,
Disposition,T1- right scapula; very sick/lethargic,,
Sex,Male,,
Strain,All Alleles,,
BD,42480,,
Sac Date,42506,,
Age at Sac,26,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42480,,
Virus 1,RCAS HA-Akt1 E40K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,T1- right scapula; very sick/lethargic,,
,Skull intact,,
,Organs appeared normal except lungs- massive tumor burden to all lobes,,
,"T1-1 cyrogenic, 3 cell lines attempted",,
