Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,43104,,
Mouse ID,17292,,
Disposition,Normal disposition; sac'd due to tumor size. Tumor located around mid back and extended to region around right ear,,
Sex,Female,,
Strain,All Alleles,,
BD,43057,,
Sac Date,43102,,
Age at Sac,45,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43059,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,43096,,
Dox Tx?,Yes,,
Duration of Dox Tx,6,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None noted,,
Additional comments,Normal disposition; sac'd due to tumor size. Tumor located around mid back and extended to region around right ear,,
,Brain and skull were in tact.,,
,Other organs appeared normal,,
,3 cryos and 1 cell line attempted,,
