Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42657,,
Mouse ID,11923,,
Disposition,"Not well groomed, lethargic disposition; T1- nape of neck--globular when removed",,
Sex,Male,,
Strain,All alleles,,
BD,42612,,
Sac Date,42657,,
Age at Sac,45,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42614,,
Virus 1,RCAS HA-Akt1 Q79K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Not well groomed, lethargic disposition; T1- nape of neck--globular when removed",,
,Skull was intact,,
,Organs looked normal,,
,2 cryogenics and 1 cell line attempted,,
