Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43164,,
Mouse ID,17905,,
Disposition,Poor health,,
Sex,Female,,
Strain,Nestin-TVA;pten f/f;Ink4a f/f,,
BD,43136,,
Sac Date,43164,,
Age at Sac,28,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,43139,,
Virus 1,RCAS-proHBEGF,,
Virus 2,RCAS-ICAM-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,43151,,
Dox Tx?,NA,,
Duration of Dox Tx,,,
Genotype,Nestin-TVA;pten f/f;Ink4a f/f,,
Tissue collected,Brain,,
Zinc fixed?,No,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
,,,
Additional comments,Bulging tumor above left eye above skin. Brain hydrocephalitic,,
