Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,42989,,
Mouse ID,15417,,
Disposition,FD,,
Sex,Male,,
Strain,N-TVA;Ink4a/Arf-f/+,,
BD,42869,,
Sac Date,42989,,
Age at Sac,120,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,42871,,
Virus 1,IHDR132H,,
Virus 2,Cre,,
Virus 3,PDGFA,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,N-TVA;Ink4a/Arf-f/+,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Brain was mushy with obvious necrosis,,
,,,
