Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43020,,
Mouse ID,15864,,
Disposition,paralyzed rear leg,,
Sex,M,,
Strain,Nestin-TVA;Ink4a f/f,,
BD,42907,,
Sac Date,43020,,
Age at Sac,113,,
RCAS injection?,Yes,,
Injection route,Intercrainal,,
Injection Date,42909,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,Na,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA;Ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Brain appeared normal.,,
,,,
