Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42829,,
Mouse ID,14076,,
Disposition,"Ulcerating tumor by right ear, slightly bigger than pea sized. Possible slight lethargy-- not too noticeable.",,
Sex,Female,,
Strain,Braf wt,,
BD,42772,,
Sac Date,42829,,
Age at Sac,57,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42773,,
Virus 1,RCAS HA-Nras Q61R ires Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42821,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Tumor was bloody an ulcerated on one part.,,
,"Large mass in back of thoracic cavity, pushed up against the spine.",,
,Appeared to be somewhat fused with surrounding tissue and wasn't very attached to lungs.,,
,Some other small lung nodules present as well.,,
,Skull intact.,,
