Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42579,,
Mouse ID,10933,,
Disposition,"Normal behavior; T1- small, left scapula, ulcerated",,
Sex,Male,,
Strain,All Alleles,,
BD,42538,,
Sac Date,42579,,
Age at Sac,41,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42540,,
Virus 1,RCAS HA-Akt2 E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, spleen, liver, kidneys, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Normal behavior; T1- small, left scapula, ulcerated",,
,Skull intact,,
,"All organs appeared normal except for lungs, which showed presence of few small lung nodules.",,
,"1 cell line, 1 cryo",,
