Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42767,,
Mouse ID,11955,,
Disposition,normal,,
Sex,male,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,42614,,
Sac Date,42766,,
Age at Sac,152,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,42614,,
Virus 1,PDGFA,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,no,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
