Mouse Necropsy information sheet,...2,...3,...4
Initials,MS,,
Today's Date,42801,,
Mouse ID,13866,,
Disposition,"Large tumor on back of neck, >2500 cubic mm.",,
Sex,Male,,
Strain,BRaf WT,,
BD,42759,,
Sac Date,42800,,
Age at Sac,41,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42759,,
Virus 1,RCAS myrFLAG AKT1,,
Virus 2,RCAS NRas QR ires Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42790,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Ink/arf f/f; Pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Primary tumor was large, very vascularized, blood-filled, and spongy in consistency.  A secondary tumor was found near the right ear that was solid.  A sample of both tumors was collected",,
,Skull was still in tact.,,
,2 tumor chunks taken for preservation.,,
,Cell line attempted,,
