Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,43055,,
Mouse ID,16855,,
Disposition,"Lethargic and heavy breathing; front right paw didn't function properly; appeared unable to use hand. Tumor located mid upper back and right scapular region, but during necropsy discovered that tumor starting to encroach into the thoracic cavity via the axillary region.",,
Sex,Female,,
Strain,All Alleles,,
BD,43000,,
Sac Date,43059,,
Age at Sac,59,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43000,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,43054,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,Tumors,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None noted,,
Additional comments,"Lethargic and heavy breathing; front right paw didn't function properly; appeared unable to use hand. Tumor located mid upper back and right scapular region, but during necropsy discovered that tumor starting to encroach into the thoracic cavity via the axillary region.",,
,Brain and skull were in tact.,,
,Other organs appeared normal,,
,1 cryo taken and 1 cell line started.,,
