Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43511,,
Mouse ID,19477,,
Disposition,"Found dead, necropsied 1-2hr later",,
Disposition,T1 -- Left ear but disappeared on treatment,,
Disposition,,,
Disposition,,,
Treatment,AKTi,,
Sex,Female,,
Strain,All Alleles,,
BD,43467,,
Sac Date,43511,,
Age at Sac,44,,
Injection Date,43469,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,T1 dev on left ear but disappeared 2 days on treatment,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,"Massive, engulfed lobes",,
Additional comments,Skull intact,,
,FFPE for B/L,,
,"All organs appeared normal, except lungs",,
