Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42613,,
Mouse ID,11271,,
Disposition,"Normal dispostion, tumor size; T1- L flank, huge",,
Sex,Male,,
Strain,Braf het,,
BD,42559,,
Sac Date,42613,,
Age at Sac,54,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42562,,
Virus 1,RCAN HA-Akt1 E17K,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf het; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Normal dispostion, tumor size; T1- L flank, huge",,
,Skull intact,,
,Organs looked normal except lungs have small nodules present,,
,"3 cryos, 1 cell line attempted",,
