Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43164,,
Mouse ID,17716,,
Disposition,Poor health,,
Sex,Male,,
Strain,Nestin-TVA; Braf het; pten f/f;Ink4a f/f,,
BD,43113,,
Sac Date,43164,,
Age at Sac,51,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,43117,,
Virus 1,RCAS-Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,43143,,
Dox Tx?,LGX,,
Duration of Dox Tx,,,
Genotype,Nestin-TVA; Braf het; pten f/f;Ink4a f/f,,
Tissue collected,Brain,,
Zinc fixed?,No,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
,,,
Additional comments,Hydrocephaly. Dark black necrotic regions in upper brain.,,
