Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43175,,
Mouse ID,17735,,
Disposition,Sac -- tumor size,,
Sex,Female,,
Strain,All Alleles,,
BD,43116,,
Sac Date,43175,,
Age at Sac,59,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43117,,
Virus 1,RCAS Myr-HA-Akt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (3 merged into 2 by sac date),,
Date Tumor reported,43158,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,Sac -- tumor size,,
,Skull was intact,,
,Organs appeared normal,,
,Cryos taken for T1 and T2,,
,IACS-10759 treated,,
