Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42822,,
Mouse ID,13613,,
Disposition,"emaciated, hunched",,
Sex,female,,
Strain,Nestin-TVA; ATRX flox/+; Ink4a f/f; Pten f/f,,
BD,42739,,
Sac Date,42822,,
Age at Sac,83,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,42741,,
Virus 1,TRE3-BRAF,,
Virus 2,TetOff,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42808,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/+; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,mild hydrocephaly,,
,,,
