Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,42961,,
Mouse ID,15658,,
Disposition,Normal disposition; sac'd due to ulcerated tumor and tumor size. T1 - behind left ear; T2- nape of neck,,
Sex,male,,
Strain,All Alleles,,
BD,42891,,
Sac Date,42961,,
Age at Sac,70,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42893,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,42947,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,Tumors,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,none noted,,
Additional comments,Normal disposition; sac'd due to ulcerated tumor and tumor size. T1 - behind left ear; T2- nape of neck,,
,Brain and skull were in tact.,,
,Organs appeared normal,,
,"T1- 3 cryos and 1 cell line attempted; T2- 1 cryo, 1 cell line attempted",,
,"When performing necropsy I noticed that T1 and T2 had begun merging, although I could distinguish two tumors when I performed the last tumor measurements. I called it T1 and T2.",,
