Mouse Necropsy information sheet,...2,...3,...4
Initials,CS,,
Today's Date,44222,,
Mouse ID,25523,,
Disposition,T1 -- L - shoulder,,
Disposition,,,
Disposition,Reason for sac: tumor size,,
Disposition,,,
Treatment,,,
Sex,Male,`,
Strain,All Alleles,,
BD,44168,,
Sac Date,44210,,
Age at Sac,42,,
Injection Date,44169,,
Virus 1,RCAS myrAkt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,,,
Drug treatment,,,
Genotype,All Alleles,,
Tissue collected,"T1, B, L",,
Zinc fixed?,No,,
Formalin fixed?,"T1, B, L",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Yes,,
Additional comments,Skull intact,,
,All organs appeared normal,,
,T1 taken for Flow Cytometry,,
