Mouse Necropsy information sheet,...2,...3,...4
Initials,YN,,
Today's Date,42653,,
Mouse ID,11898,,
Disposition,"Shaking body, but still alert and very mobile;  tumor located on top of head",,
Sex,Female,,
Strain,All alleles,,
BD,42610,,
Sac Date,42646,,
Age at Sac,36,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42612,,
Virus 1,RCAS myrAkt 2PL/1KR,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42640,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, primary tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Tumor was primarily located on top of head. Little mets upon visual inspection with the naked eye.,,
,"Skull intact, H&L looked okay.",,
