Mouse Necropsy information sheet,...2,...3,...4
Initials,aw,,
Today's Date,42713,,
Mouse ID,11968,,
Disposition,Eye issues/domed head,,
Sex,female,,
Strain,Nestin-TVA; Pten flox/flox  (injected),,
BD,42616,,
Sac Date,42712,,
Age at Sac,96,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,42619,,
Virus 1,PDGFA,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42702,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; Pten flox/flox,,
Tissue collected,brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"domed head, necrotic tissue under brain",,
,,,
