Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42746,,
Mouse ID,12198,,
Disposition,found dead,,
Sex,Female,,
Strain,Nestin-TVA;pten f/f,,
BD,42633,,
Sac Date,42746,,
Age at Sac,113,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,42634,,
Virus 1,PDGFA,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42738,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA;pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,found dead,,
,,,
