Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,44120,,
Mouse ID,24475,,
Disposition,T1 -- Nape of neck,,
Disposition,T2 -- R-shoulder,,
Disposition,Reason for sac: Tumor size,,
Disposition,Normal behavior,,
Treatment,BRAFi (Encorafenib) + MEKi (Binimetinib) + FAKi (PF-573228),,
Sex,Female,`,
Strain,All Alleles,,
BD,44063,,
Sac Date,44120,,
Age at Sac,57,,
Injection Date,44058,,
Virus 1,RCAS myrAkt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"T1, T2, B, L",,
Zinc fixed?,No,,
Formalin fixed?,"T1, T2, B, L",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,Skull intact,,
,All organs appeared normal,,
,"T1: Cryogenic (1 tube, 2 samples)",,
,T1: Cell line attempted,,
,"T2: Cryogenic (1 tube, 2 samples)",,
,Blood taken,,
