Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43290,,
Mouse ID,18645,,
Disposition,Significant mobility and balance issues,,
Sex,Female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43260,,
Sac Date,43290,,
Age at Sac,30,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,43263,,
Virus 1,TRE3-IDH1R132H,,
Virus 2,PDGFA,,
Virus 3,Tetoff-IRES-Cre,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,43276,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,Brain,,
Zinc fixed?,No,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
,,,
Additional comments,"Fluid filled brain, squishy skull, brain with little structure.",,
,Mouse too small to collect blood.,,
