Mouse Necropsy information sheet,...2,...3,...4
Initials,SA,,
Today's Date,43014,,
Mouse ID,16695,,
Disposition,Normal,,
Sex,Female,,
Strain,N-TVA; Braf Ca/+; Pten f/f; Ink f/f,,
BD,42977,,
Sac Date,43013,,
Age at Sac,36,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42979,,
Virus 1,Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42998,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; Braf het; Pten f/f; Ink f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Sac'd three hours after LGX and MEK combination drug treatment. The skull had several growths on it; this was formalin fixed as well. Additionally (although perhaps not of pertinence) there was a mass found just behind the right fore limb.,,
,,,
