Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42648,,
Mouse ID,11781,,
Disposition,Ulcerated tumor. Otherwise good health.,,
Sex,Female,,
Strain,Pten WT,,
BD,42601,,
Sac Date,42648,,
Age at Sac,47,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42601,,
Virus 1,RCAS hLSD1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42634,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Pten wt,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Appeared to be pretty healthy-- had more fatty deposits than usually seen in the tumor mice.,,
,Cell line attempted,,
