Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,43000,,
Mouse ID,14578,,
Disposition,"Large tumor under right ear, another smaller ulcerating tumor on left side. Active in cage.",,
Sex,Male,,
Strain,Ink WT,,
BD,42808,,
Sac Date,43000,,
Age at Sac,192,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42808,,
Virus 1,RCAS Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42958,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Ink wt,,
Tissue collected,,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Small nodule on lung.,,
,Skull intact.,,
,Cell line attempted and two chunks frozen.,,
