Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,42590,,
Mouse ID,11193,,
Disposition,"T1- nape of neck, extremely sick & died minutes prior to necropsy (also w/paralyzed rear legs)",,
Sex,Female,,
Strain,All Alleles,,
BD,42555,,
Sac Date,42590,,
Age at Sac,35,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42540,,
Virus 1,RCAS HA-Akt3 E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, spleen, liver, kidneys, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"T1- nape of neck, extremely sick & died minutes prior to necropsy (also w/paralyzed rear legs)",,
,Skull intact,,
,"All organs appeared normal except for lungs, which showed presence of few small lung nodules",,
,"T1- one cryogenic, 1 cell line attempted",,
