Mouse Necropsy information sheet,...2,...3,...4
Initials,SA,,
Today's Date,42772,,
Mouse ID,13447,,
Disposition,found dead,,
Sex,female,,
Strain,Nestin-TVA;pten f/f;Ink4a f/f,,
BD,42728,,
Sac Date,42772,,
Age at Sac,44,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,42729,,
Virus 1,LV:NF1,,
Virus 2,RCAS-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42744,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA;pten f/f;Ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Distorted morphology of the brain,,
,,,
