Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42762,,
Mouse ID,12523,,
Disposition,Lethargic; domed head,,
Sex,male,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,42662,,
Sac Date,42762,,
Age at Sac,100,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,42664,,
Virus 1,TRE3-Braf,,
Virus 2,TetOff,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42752,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,domed head; brain looked enlarged; no hydrocephally,,
,,,
