Mouse Necropsy information sheet,...2,...3,...4
Initials,DY,,
Today's Date,43092,,
Mouse ID,17397,,
Disposition,"scruffy, domed head, lethargic, emaciated",,
Sex,Female,,
Strain,N-TVA; Braf Ca/+; Pten f/f; Ink f/f,,
BD,43068,,
Sac Date,43092,,
Age at Sac,24,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,43070,,
Virus 1,Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,43089,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; Braf het; Pten f/f; Ink f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Animal was on MEK treatment; Mek treated 3hrs before sac;,,
,,,
