Mouse Necropsy information sheet,...2,...3,...4
Initials,YN,,
Today's Date,42779,,
Mouse ID,13557,,
Disposition,Extremely large tumor sitting on top of head. Heavy enough to severy affect the left eye (can't open).,,
Sex,Male,,
Strain,All alleles,,
BD,42736,,
Sac Date,42779,,
Age at Sac,43,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42738,,
Virus 1,RCAS myrFLAG AKT1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42761,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Tumor spanned over left orbital cavity.,,
,The top of the skull cavity was enveloped in the tumor. The brain appeared to have one small met upon visual inspection.,,
,The H&L looked alright. Possible met on the lung.,,
,A tumor chunk was taken for preservation.,,
,No cell line attempted.,,
